Team;TS%;eFG%;Total S%;ORB%;DRB%;TRB%;AST%;TOV%;STL%;BLK%;PPS;FIC40;ORtg;DRtg;eDiff;Poss;Pace;Season
L.A. Clippers;.521;.484;147.9;30.4;64.1;47.4;64.9;15.1;10.0;6.4;1.2;63.5;103.5;109.2;-5.7;8161.6;99.0;1993-1994
Sacramento;.516;.471;153.6;30.4;66.4;48.0;63.8;13.9;8.4;5.7;1.2;58.9;103.9;109.8;-5.9;7981.0;97.0;1993-1994
Milwaukee;.512;.471;147.4;31.1;66.5;47.8;63.9;14.3;10.4;7.0;1.2;58.0;103.1;110.0;-6.9;7711.1;93.9;1993-1994
Minnesota;.525;.471;155.7;30.1;68.0;49.5;65.9;15.8;7.8;7.2;1.2;55.7;102.5;109.9;-7.3;7734.9;94.1;1993-1994
Washington;.529;.484;151.3;31.2;66.2;48.4;57.1;14.8;8.9;5.1;1.2;57.3;105.1;112.8;-7.7;7832.4;95.4;1993-1994
Philadelphia;.518;.478;150.7;28.0;66.6;47.2;58.9;14.5;8.5;8.0;1.2;59.5;102.3;110.2;-8.0;7853.2;95.2;1993-1994
Detroit;.511;.477;152.6;28.4;66.1;47.0;55.8;13.4;7.8;5.1;1.1;53.9;103.2;111.4;-8.3;7705.2;93.7;1993-1994
Dallas;.492;.449;149.1;33.7;66.1;48.7;53.3;14.4;9.9;5.1;1.1;50.9;101.0;110.2;-9.2;7723.4;93.9;1993-1994
Seattle;.546;.502;160.5;35.5;67.7;51.3;54.9;13.1;12.0;6.9;1.2;67.2;112.9;105.5;7.4;7871.4;95.5;1992-1993
Chicago;.535;.499;158.0;36.3;68.7;52.0;61.4;11.6;10.3;6.8;1.2;69.1;113.6;106.8;6.8;7591.1;91.9;1992-1993
Cleveland;.565;.518;168.1;28.1;69.1;49.5;68.6;12.3;7.9;8.2;1.3;73.5;113.3;106.5;6.8;7798.6;94.4;1992-1993
Phoenix;.566;.521;160.9;33.0;69.2;51.5;59.7;13.9;9.2;6.9;1.3;72.5;113.9;107.2;6.7;8165.2;99.3;1992-1993
New York;.526;.479;152.6;33.1;72.1;53.2;66.2;13.8;8.7;6.3;1.2;63.1;106.6;100.2;6.5;7811.2;94.1;1992-1993
Houston;.557;.515;160.5;30.0;68.5;50.4;64.5;14.1;8.8;8.4;1.3;68.8;110.2;105.7;4.5;7743.5;94.0;1992-1993
Portland;.526;.477;152.9;32.7;71.0;51.3;58.6;12.3;9.4;6.7;1.2;66.0;108.8;105.7;3.1;8179.4;98.6;1992-1993
San Antonio;.555;.507;159.5;27.8;70.1;49.9;60.8;13.3;7.4;8.0;1.3;65.7;110.1;107.3;2.8;7858.4;95.0;1992-1993
Utah;.550;.498;156.8;31.0;68.7;50.5;65.3;13.5;9.4;5.6;1.3;66.7;110.0;107.8;2.2;7916.3;96.2;1992-1993
Indiana;.547;.498;157.2;34.2;67.4;51.0;63.6;13.0;7.8;6.4;1.3;67.4;112.5;110.7;1.8;7854.2;95.4;1992-1993
Orlando;.554;.509;157.2;31.4;68.8;51.2;59.9;15.1;6.8;7.2;1.3;63.0;109.0;107.6;1.4;7939.4;95.8;1992-1993
New Jersey;.522;.473;154.7;35.5;69.5;52.4;57.2;13.9;8.8;8.3;1.2;63.5;107.1;105.7;1.3;7875.7;95.6;1992-1993
Boston;.536;.495;155.1;31.2;69.0;50.3;57.9;12.5;8.3;7.1;1.2;64.7;109.3;108.4;0.9;7778.6;94.4;1992-1993
L.A. Clippers;.530;.493;147.2;32.7;66.7;49.5;63.3;13.7;10.5;7.8;1.2;67.9;107.9;107.6;0.4;8137.4;98.6;1992-1993
Charlotte;.547;.499;158.4;31.3;65.0;49.0;61.5;13.5;7.8;6.8;1.3;68.9;110.1;110.3;-0.2;8203.7;99.7;1992-1993
Atlanta;.534;.493;156.3;34.8;68.5;51.0;61.4;13.6;10.0;4.5;1.2;66.0;109.9;110.7;-0.9;8022.9;97.1;1992-1993
Golden State;.543;.502;154.9;34.2;67.0;50.6;57.9;14.5;8.5;6.0;1.2;63.7;109.7;110.7;-1.0;8217.1;99.1;1992-1993
Miami;.535;.481;158.1;31.9;69.8;50.4;54.0;13.5;7.7;5.8;1.2;57.5;108.4;109.6;-1.2;7837.8;94.0;1992-1993
L.A. Lakers;.534;.486;152.7;31.4;66.4;48.7;60.8;13.3;9.9;6.6;1.2;64.1;108.0;109.4;-1.3;7910.2;95.7;1992-1993
Detroit;.511;.473;150.3;34.6;67.8;50.5;59.4;12.1;7.6;4.1;1.1;59.9;107.9;109.4;-1.5;7646.4;92.8;1992-1993
Denver;.518;.470;152.0;33.6;68.9;51.1;51.8;14.1;7.9;8.6;1.2;60.8;105.1;106.9;-1.7;8203.7;99.3;1992-1993
Sacramento;.530;.481;155.7;30.7;66.7;48.0;61.8;13.9;9.3;5.5;1.2;62.0;106.9;110.1;-3.1;8273.3;100.4;1992-1993
Milwaukee;.535;.495;154.7;30.5;62.5;46.3;63.8;14.4;11.0;6.5;1.2;61.6;106.7;110.6;-3.9;7865.3;95.7;1992-1993
Philadelphia;.530;.479;159.3;28.1;65.9;47.1;63.2;13.9;8.3;8.4;1.2;64.5;105.2;111.0;-5.8;8133.7;97.9;1992-1993
Washington;.523;.480;151.6;28.8;67.1;47.6;63.9;13.8;8.4;5.5;1.2;60.6;104.2;111.4;-7.2;8016.5;97.1;1992-1993
Minnesota;.535;.479;155.6;28.7;66.3;47.7;65.8;15.3;8.4;7.3;1.2;56.8;104.3;112.6;-8.3;7713.4;93.2;1992-1993
Dallas;.495;.455;147.8;31.0;68.1;47.9;53.2;14.7;8.0;5.8;1.1;49.9;100.1;115.4;-15.3;8136.9;99.0;1992-1993
Chicago;.556;.518;155.7;35.1;69.3;52.6;62.6;11.5;8.7;7.6;1.3;74.4;116.2;105.2;11.0;7755.5;93.9;1991-1992
Portland;.541;.495;157.1;35.6;69.9;52.8;59.4;13.3;9.2;6.5;1.2;68.8;112.0;104.7;7.3;8157.9;98.5;1991-1992
Utah;.557;.504;162.5;32.7;68.9;51.7;64.8;13.5;9.1;6.9;1.3;70.7;112.7;106.0;6.7;7877.3;95.1;1991-1992
Phoenix;.556;.508;164.9;31.7;67.7;50.6;62.0;12.8;8.2;8.4;1.3;72.8;112.6;106.6;6.0;8166.1;99.0;1991-1992
Cleveland;.557;.506;165.0;30.5;66.5;49.1;65.9;11.5;7.9;9.1;1.3;74.4;114.3;108.6;5.7;7806.8;94.6;1991-1992
New York;.531;.491;153.6;34.6;71.1;53.0;64.3;13.3;8.3;6.2;1.2;64.4;108.9;104.7;4.2;7649.1;92.5;1991-1992
Boston;.544;.500;160.7;31.9;68.7;51.2;58.5;12.4;8.1;7.3;1.2;69.5;111.3;107.5;3.8;7860.2;95.4;1991-1992
Golden State;.568;.524;158.6;31.8;64.2;48.3;54.8;13.4;10.0;5.6;1.3;70.9;114.1;110.3;3.8;8532.3;103.0;1991-1992
San Antonio;.528;.485;150.4;34.2;69.8;52.2;59.5;13.7;9.2;9.5;1.2;67.5;107.9;104.5;3.4;7898.5;95.8;1991-1992
Detroit;.520;.477;152.1;34.9;68.5;51.9;59.5;13.1;7.3;5.6;1.2;60.7;108.0;105.7;2.2;7513.8;91.2;1991-1992
Seattle;.538;.489;157.4;36.5;66.8;51.4;55.5;13.6;9.9;7.2;1.2;64.1;111.3;109.4;2.0;7847.7;94.9;1991-1992
Indiana;.566;.518;163.9;31.8;67.4;50.6;68.6;14.5;8.6;5.9;1.3;70.8;112.2;110.3;1.9;8195.1;98.6;1991-1992
L.A. Clippers;.524;.483;148.2;31.7;67.5;49.5;61.3;13.4;10.4;7.8;1.2;64.7;106.2;105.1;1.1;7943.6;96.1;1991-1992
L.A. Lakers;.516;.465;148.9;32.7;64.0;48.1;56.6;11.6;10.0;6.2;1.2;61.4;108.3;109.5;-1.2;7596.9;91.9;1991-1992
Philadelphia;.539;.488;158.0;30.9;66.4;48.8;55.1;13.3;9.0;7.4;1.2;62.5;108.9;110.2;-1.4;7677.9;93.3;1991-1992
Atlanta;.519;.481;151.1;33.6;68.3;50.5;60.8;12.7;9.8;4.8;1.2;66.5;107.7;109.3;-1.5;8085.4;97.5;1991-1992
New Jersey;.510;.473;152.5;39.1;66.3;52.2;55.8;13.8;9.1;9.2;1.1;66.0;107.4;109.2;-1.7;8042.4;97.6;1991-1992
Milwaukee;.529;.486;158.7;35.9;65.0;49.9;60.8;13.8;11.0;5.0;1.2;63.1;109.4;111.2;-1.8;7870.9;95.0;1991-1992
Houston;.537;.499;155.6;30.9;66.4;49.1;62.9;14.7;8.4;8.5;1.2;64.3;106.7;108.5;-1.8;7840.4;94.7;1991-1992
Charlotte;.527;.485;155.0;31.1;65.4;47.9;63.2;12.7;9.8;4.5;1.2;67.7;107.5;111.3;-3.8;8353.0;101.2;1991-1992
Miami;.532;.479;159.3;33.0;67.6;50.0;53.7;14.1;8.3;5.7;1.2;60.0;107.2;111.5;-4.3;8031.0;97.2;1991-1992
Washington;.514;.471;151.0;28.9;66.2;47.1;59.8;12.9;8.9;6.4;1.1;60.6;104.4;108.9;-4.6;8043.2;97.2;1991-1992
Sacramento;.525;.482;156.5;28.5;64.2;46.3;58.5;14.0;8.9;9.1;1.2;63.1;104.3;110.4;-6.1;8195.5;99.2;1991-1992
Orlando;.514;.467;152.4;32.4;67.8;49.6;55.7;14.3;8.0;5.7;1.2;56.2;103.9;111.0;-7.1;8018.1;97.7;1991-1992
Minnesota;.505;.467;152.1;31.5;62.3;46.4;60.2;11.9;8.0;7.9;1.1;60.2;105.7;113.1;-7.4;7794.6;94.5;1991-1992
Denver;.493;.451;148.2;34.8;68.0;50.4;47.6;14.4;9.6;7.2;1.1;54.4;101.2;109.2;-8.0;8076.7;98.0;1991-1992
Dallas;.501;.458;152.5;31.2;67.8;49.0;52.2;12.7;6.9;5.4;1.1;54.4;103.5;111.6;-8.1;7736.3;94.0;1991-1992
Chicago;.560;.521;163.6;34.7;68.8;52.0;60.9;12.5;10.5;7.0;1.3;73.3;115.2;105.7;9.5;7831.3;95.1;1990-1991
Portland;.554;.509;161.6;33.8;70.4;52.3;63.0;13.2;8.7;6.3;1.3;72.0;113.3;104.7;8.6;8305.8;100.1;1990-1991
L.A. Lakers;.551;.500;158.6;33.0;68.3;51.5;62.5;12.7;8.3;5.7;1.3;68.5;112.7;105.6;7.2;7732.3;93.6;1990-1991
Phoenix;.558;.506;158.6;33.0;68.5;51.6;61.8;13.1;8.3;7.7;1.3;73.7;113.0;106.5;6.5;8270.8;100.6;1990-1991
Boston;.565;.520;165.1;33.0;69.3;52.7;58.5;13.9;8.3;8.1;1.3;74.1;112.9;107.0;5.9;8098.8;98.1;1990-1991
San Antonio;.544;.494;152.6;33.2;70.3;52.7;62.8;14.9;8.3;8.7;1.3;68.2;108.3;103.7;4.6;8109.1;98.1;1990-1991
Detroit;.523;.474;152.5;34.7;70.9;52.8;57.1;12.7;6.4;5.9;1.2;59.2;108.7;105.2;3.6;7547.8;91.5;1990-1991
Houston;.530;.489;152.8;34.4;66.9;50.7;56.0;14.1;9.8;6.1;1.2;64.8;107.9;104.3;3.5;8115.3;98.1;1990-1991
Utah;.559;.503;160.4;27.6;69.2;49.7;69.0;14.3;8.3;7.1;1.3;66.5;109.1;105.6;3.5;7812.9;94.8;1990-1991
Milwaukee;.550;.499;162.3;31.8;66.1;48.6;62.2;13.9;11.3;5.3;1.3;64.3;110.4;107.8;2.6;7906.2;95.6;1990-1991
Golden State;.559;.504;160.6;31.0;64.1;47.5;54.8;13.5;9.4;5.7;1.3;66.2;112.2;110.6;1.6;8525.1;103.3;1990-1991
Seattle;.542;.501;156.1;36.3;66.2;51.0;58.3;14.4;10.9;6.2;1.2;64.4;110.5;109.2;1.3;7914.2;95.5;1990-1991
Atlanta;.540;.482;158.7;33.1;69.2;50.5;55.7;12.7;9.0;5.7;1.2;66.4;111.3;110.5;0.8;8092.1;98.3;1990-1991
Philadelphia;.542;.489;158.0;28.1;68.3;48.6;55.5;13.0;8.5;7.1;1.2;63.7;108.4;108.6;-0.2;7972.1;95.3;1990-1991
New York;.544;.498;158.7;31.1;68.5;50.2;65.7;14.7;8.1;6.3;1.2;64.3;107.7;107.9;-0.2;7852.0;94.4;1990-1991
Indiana;.566;.511;163.7;30.6;66.4;49.1;63.2;14.1;8.1;5.3;1.3;66.7;112.2;112.6;-0.4;8162.9;98.9;1990-1991
Cleveland;.534;.487;157.4;29.7;68.0;48.9;68.7;13.8;8.2;6.8;1.2;64.4;106.5;109.1;-2.6;7832.9;94.8;1990-1991
L.A. Clippers;.511;.471;142.6;33.3;69.2;50.9;62.5;14.4;8.9;7.7;1.2;62.7;103.5;107.0;-3.5;8201.4;99.4;1990-1991
Orlando;.521;.473;155.6;33.1;68.9;50.5;54.9;13.9;7.4;4.7;1.2;58.3;106.3;110.3;-4.0;8167.1;99.1;1990-1991
Minnesota;.499;.456;146.8;34.9;65.9;49.4;57.7;10.9;9.4;7.0;1.1;59.2;107.4;111.6;-4.2;7605.9;91.7;1990-1991
New Jersey;.500;.455;145.7;35.6;64.6;49.5;53.8;14.1;9.1;8.9;1.1;59.8;103.3;107.8;-4.5;8170.8;98.9;1990-1991
Dallas;.528;.485;155.4;28.3;67.9;48.1;56.1;12.9;7.5;6.2;1.2;58.2;106.0;110.9;-4.9;7730.2;93.7;1990-1991
Washington;.509;.470;138.9;32.2;66.0;49.0;61.4;14.0;7.4;7.0;1.1;59.6;103.5;108.6;-5.1;8030.9;97.1;1990-1991
Charlotte;.526;.477;156.1;29.0;65.7;46.8;61.4;13.5;9.5;4.7;1.2;59.1;105.5;110.9;-5.4;7990.3;96.8;1990-1991
Miami;.512;.469;147.6;34.3;66.2;50.0;58.0;15.6;9.3;6.0;1.2;56.5;102.5;108.5;-6.0;8145.2;98.8;1990-1991
Sacramento;.512;.468;155.8;28.8;65.6;46.7;64.5;13.8;8.2;8.3;1.2;56.6;102.4;109.5;-7.2;7744.8;94.3;1990-1991
Denver;.498;.457;148.6;33.1;67.1;48.5;51.4;11.7;9.2;5.4;1.1;66.8;105.4;115.0;-9.6;9323.1;113.4;1990-1991
L.A. Lakers;.562;.512;164.4;32.8;68.5;51.3;65.0;12.8;8.3;6.6;1.3;71.8;114.6;107.6;7.0;7922.7;95.8;1989-1990
Phoenix;.565;.509;161.5;31.1;68.8;51.1;59.5;13.1;8.0;7.1;1.3;72.5;113.4;106.4;7.0;8310.6;100.5;1989-1990
Detroit;.537;.490;156.5;34.2;70.3;52.3;59.9;13.2;6.6;6.7;1.2;63.0;110.2;103.8;6.4;7760.7;94.0;1989-1990
Portland;.535;.486;155.2;36.5;70.8;53.4;58.4;13.2;8.8;5.6;1.2;68.3;110.9;104.8;6.1;8443.8;101.9;1989-1990
Philadelphia;.556;.502;162.5;32.0;68.4;50.3;56.2;12.5;8.7;5.6;1.3;67.8;114.1;109.0;5.2;7920.3;96.0;1989-1990
Utah;.570;.522;161.8;30.1;69.5;51.1;66.4;15.2;8.6;7.7;1.3;67.6;110.8;105.8;5.0;7906.7;95.7;1989-1990
Boston;.557;.506;159.3;31.5;72.1;52.9;68.0;13.3;6.7;6.6;1.3;73.8;112.3;108.2;4.1;8035.8;97.9;1989-1990
San Antonio;.537;.488;146.8;34.2;68.7;51.9;60.1;14.3;9.9;8.6;1.2;67.4;108.2;104.7;3.6;8055.8;98.0;1989-1990
Chicago;.559;.516;165.0;31.9;68.1;49.9;61.5;13.0;10.2;6.2;1.3;69.2;113.0;109.6;3.4;7946.1;96.2;1989-1990
Houston;.531;.491;151.2;33.1;69.2;51.5;63.0;15.2;9.7;8.1;1.2;68.4;105.3;103.9;1.4;8311.6;100.7;1989-1990
New York;.547;.501;157.2;34.2;66.0;50.6;62.3;14.5;8.8;7.1;1.3;68.0;109.9;108.5;1.4;8077.7;97.8;1989-1990
Denver;.523;.478;159.0;29.1;71.3;48.9;61.2;11.1;9.4;4.8;1.2;69.7;108.3;107.0;1.3;8676.2;105.1;1989-1990
Seattle;.535;.494;157.5;37.5;69.1;52.7;54.1;13.7;8.9;5.4;1.2;61.5;111.5;110.4;1.1;7865.0;94.8;1989-1990
Atlanta;.547;.496;155.2;36.3;65.5;50.5;53.3;13.2;9.2;5.5;1.3;64.0;113.5;112.5;1.1;7838.9;95.4;1989-1990
Indiana;.572;.518;169.5;29.0;67.1;49.0;59.8;14.3;6.9;5.2;1.3;63.9;112.1;111.9;0.2;7996.3;96.5;1989-1990
Dallas;.536;.487;156.6;30.3;67.9;49.4;54.7;13.2;8.5;6.2;1.2;60.9;107.8;107.8;0.1;7773.8;94.0;1989-1990
Cleveland;.529;.485;161.1;31.5;67.7;49.5;65.5;13.2;8.2;7.7;1.2;65.3;107.5;107.8;-0.3;7825.1;94.5;1989-1990
Milwaukee;.533;.488;154.3;31.5;66.0;48.5;60.5;13.6;10.2;5.2;1.2;62.0;107.8;108.6;-0.8;8061.2;97.6;1989-1990
Washington;.519;.477;142.6;32.4;67.2;49.6;61.5;12.2;6.9;6.1;1.2;65.1;107.9;110.1;-2.2;8183.7;99.0;1989-1990
Golden State;.563;.501;161.7;26.1;61.5;44.7;56.7;14.2;8.8;6.8;1.3;66.7;109.9;112.8;-3.0;8676.3;105.7;1989-1990
L.A. Clippers;.536;.488;146.6;30.9;67.3;49.3;59.6;16.0;9.6;7.6;1.2;61.6;104.4;107.9;-3.4;8147.1;98.7;1989-1990
Minnesota;.499;.451;144.1;34.0;66.2;49.1;60.1;12.5;10.5;5.7;1.1;55.3;104.3;108.9;-4.6;7484.4;90.5;1989-1990
Sacramento;.527;.484;157.3;27.3;67.3;47.4;62.1;13.1;6.9;5.9;1.2;59.8;105.3;110.6;-5.2;7919.4;96.2;1989-1990
New Jersey;.486;.435;144.9;34.5;67.0;49.7;46.7;13.4;9.5;7.3;1.1;54.0;101.2;109.2;-8.0;8107.8;98.7;1989-1990
Charlotte;.511;.470;154.7;26.1;67.5;45.6;63.6;12.9;9.7;4.0;1.1;57.8;102.4;110.3;-8.0;8041.0;97.7;1989-1990
Orlando;.521;.467;151.1;33.7;67.8;50.2;57.7;13.7;7.2;4.1;1.2;61.7;106.1;114.6;-8.5;8570.6;103.9;1989-1990
Miami;.501;.467;144.1;33.5;67.3;49.7;57.8;15.4;8.9;5.9;1.1;55.5;100.0;109.6;-9.7;8250.2;100.4;1989-1990
Cleveland;.559;.514;160.8;31.2;67.1;50.1;65.2;13.9;9.8;8.6;1.3;73.6;111.1;103.3;7.8;8032.9;97.6;1988-1989
Phoenix;.560;.509;163.7;30.8;67.6;50.0;60.7;12.7;8.1;5.8;1.3;74.1;113.3;106.0;7.4;8581.7;104.3;1988-1989
L.A. Lakers;.570;.518;164.4;33.0;68.9;52.1;63.7;13.8;8.8;6.1;1.3;75.0;114.3;107.1;7.1;8231.6;99.8;1988-1989
Detroit;.551;.502;156.3;34.5;69.2;52.7;59.7;14.2;6.6;6.3;1.3;64.8;111.0;105.0;6.0;7873.1;95.3;1988-1989
Utah;.550;.491;155.2;32.0;68.0;51.4;66.2;16.1;9.0;8.9;1.3;66.8;107.1;102.0;5.1;8016.5;97.5;1988-1989
Atlanta;.540;.480;154.9;37.3;64.7;50.8;58.3;13.2;10.1;7.2;1.3;69.0;112.7;107.7;5.0;8077.3;97.9;1988-1989
Milwaukee;.544;.487;161.1;32.7;67.5;49.8;60.9;13.5;10.2;5.1;1.2;65.4;110.5;106.8;3.7;8082.8;98.2;1988-1989
New York;.553;.512;157.5;36.2;65.1;50.3;56.3;15.2;10.5;6.5;1.3;69.1;111.5;107.9;3.6;8583.2;104.0;1988-1989
Seattle;.539;.496;160.1;38.3;65.3;51.4;58.4;13.9;10.5;7.6;1.2;68.9;111.8;109.0;2.9;8222.1;99.8;1988-1989
Denver;.528;.482;159.3;29.6;68.9;48.2;59.8;11.6;9.1;6.2;1.2;71.2;108.9;107.4;1.6;8880.7;107.2;1988-1989
Philadelphia;.552;.500;158.9;32.2;67.2;49.6;60.3;12.5;8.5;5.2;1.3;69.2;113.4;111.8;1.5;8092.6;98.2;1988-1989
Chicago;.553;.507;160.9;30.7;69.5;50.7;64.2;14.2;9.0;5.8;1.3;67.2;109.5;108.0;1.5;7968.9;96.7;1988-1989
Portland;.530;.488;154.9;36.6;67.4;51.4;59.9;13.8;9.7;5.7;1.2;68.7;109.6;108.2;1.4;8568.5;103.7;1988-1989
Boston;.548;.498;152.9;34.6;70.0;52.5;62.2;13.9;7.9;6.2;1.3;67.9;111.1;109.9;1.2;8065.6;97.8;1988-1989
Houston;.535;.486;154.3;33.3;69.0;51.3;59.1;15.6;9.4;7.4;1.2;64.8;106.1;105.2;0.9;8386.2;101.4;1988-1989
Golden State;.529;.480;157.5;33.4;64.1;48.8;53.9;14.0;9.3;9.0;1.2;70.0;107.5;107.8;-0.3;8891.6;107.2;1988-1989
Dallas;.536;.484;156.8;29.5;66.1;48.0;57.6;13.2;7.3;7.0;1.2;62.1;107.7;109.0;-1.3;7875.6;95.6;1988-1989
Washington;.516;.467;144.9;33.1;67.5;49.6;58.2;12.9;8.3;4.8;1.2;61.4;106.7;108.8;-2.1;8321.6;100.6;1988-1989
Indiana;.552;.502;160.5;31.6;66.0;49.8;59.4;16.1;6.9;6.1;1.3;61.0;107.1;111.2;-4.2;8188.3;99.0;1988-1989
Sacramento;.523;.478;160.0;30.5;67.7;48.8;58.6;13.9;7.5;6.0;1.2;61.3;104.8;110.3;-5.5;8257.5;100.2;1988-1989
New Jersey;.517;.474;152.2;32.7;70.1;50.8;53.8;14.6;9.3;6.5;1.2;59.2;103.4;109.7;-6.3;8226.8;99.7;1988-1989
San Antonio;.512;.472;138.1;34.5;63.5;48.3;58.7;16.7;11.3;6.4;1.2;58.6;101.2;108.2;-7.0;8546.7;103.8;1988-1989
Charlotte;.514;.470;154.0;30.3;64.9;46.7;67.8;13.4;8.6;3.9;1.2;60.4;103.9;112.3;-8.5;8246.9;100.1;1988-1989
L.A. Clippers;.518;.478;142.9;31.2;64.1;47.6;62.1;16.3;9.5;7.4;1.2;62.2;101.1;110.5;-9.4;8620.3;104.2;1988-1989
Miami;.498;.459;148.0;35.6;65.1;49.7;60.8;17.3;9.1;6.3;1.1;52.6;98.2;109.5;-11.3;8160.6;98.;1988-1989
Boston;.588;.541;170.8;29.8;68.3;50.3;68.0;14.0;7.7;6.0;1.3;74.1;115.7;109.7;6.1;8047.9;97.6;1987-1988
L.A. Lakers;.566;.515;159.1;32.3;67.9;51.0;65.6;13.7;8.2;5.7;1.3;72.8;113.4;107.6;5.9;8154.8;98.8;1987-1988
Detroit;.548;.497;153.7;34.2;68.5;51.7;58.1;14.0;7.3;5.8;1.3;65.1;110.8;105.5;5.2;8084.8;98.1;1987-1988
Dallas;.540;.485;155.6;37.6;67.5;52.8;58.1;12.9;8.1;6.5;1.2;69.0;112.6;108.1;4.5;7955.9;96.7;1987-1988
Portland;.550;.499;156.8;34.3;68.3;51.3;63.0;13.4;8.5;5.0;1.3;71.3;112.0;107.6;4.4;8497.1;103.4;1987-1988
Denver;.534;.486;161.9;29.7;67.5;47.9;60.8;11.5;9.6;5.7;1.2;71.9;110.4;106.5;3.9;8673.3;105.2;1987-1988
Atlanta;.541;.491;155.4;34.3;67.3;50.7;59.9;12.9;8.1;8.3;1.2;66.9;111.7;108.0;3.7;7914.4;96.0;1987-1988
Utah;.546;.500;156.0;30.4;66.6;49.3;69.1;15.2;9.3;9.2;1.3;71.1;107.1;103.5;3.6;8306.8;101.2;1987-1988
Chicago;.539;.494;147.9;34.0;70.7;52.4;62.6;13.4;9.0;7.2;1.2;67.5;109.4;105.8;3.5;7870.1;95.1;1987-1988
Seattle;.536;.491;157.0;36.2;67.2;51.3;60.6;13.5;9.4;7.0;1.2;65.8;110.6;108.6;2.0;8256.3;99.8;1987-1988
Houston;.529;.476;148.8;33.1;66.7;50.0;55.9;13.7;8.5;7.1;1.2;66.1;107.4;106.0;1.4;8320.8;101.5;1987-1988
Cleveland;.547;.500;161.2;31.0;66.4;49.2;62.5;15.2;9.2;7.8;1.3;64.0;107.2;106.5;0.8;7988.1;96.9;1987-1988
Milwaukee;.536;.485;157.5;31.7;66.6;49.1;65.2;13.4;8.4;5.7;1.2;64.4;108.4;107.8;0.5;8025.1;97.4;1987-1988
New York;.525;.477;154.0;36.0;65.5;50.3;59.8;15.3;9.7;7.0;1.2;59.3;106.3;106.8;-0.5;8141.2;98.7;1987-1988
Washington;.524;.470;145.1;34.3;65.2;49.6;55.9;14.2;8.6;7.3;1.2;60.8;106.8;107.5;-0.8;8105.7;97.9;1987-1988
Indiana;.535;.492;159.6;30.2;67.8;49.2;57.5;13.9;7.7;5.2;1.2;61.1;107.0;107.8;-0.8;8017.6;97.7;1987-1988
Philadelphia;.543;.485;156.1;35.3;67.7;51.4;59.0;14.8;8.4;7.0;1.3;62.4;109.1;110.6;-1.5;7944.2;95.8;1987-1988
Phoenix;.538;.494;158.1;31.5;68.3;49.8;65.7;14.3;8.1;5.2;1.2;65.4;107.3;111.7;-4.4;8297.8;100.9;1987-1988
San Antonio;.540;.499;154.7;32.0;64.4;48.0;63.2;14.0;8.6;6.5;1.2;69.0;108.4;113.1;-4.7;8591.2;104.1;1987-1988
Sacramento;.530;.481;156.4;33.7;68.1;50.8;61.2;14.5;7.0;6.9;1.2;64.6;106.8;112.5;-5.7;8288.4;100.6;1987-1988
Golden State;.524;.474;155.5;31.3;65.0;47.7;57.9;14.1;8.9;4.2;1.2;58.7;105.0;113.2;-8.2;8349.8;101.3;1987-1988
New Jersey;.523;.478;149.8;30.4;68.7;48.9;56.0;15.8;8.9;6.0;1.2;54.8;101.7;109.9;-8.2;8096.0;98.2;1987-1988
L.A. Clippers;.494;.449;140.6;30.9;65.4;47.5;59.1;15.5;8.7;7.4;1.1;55.2;97.8;108.0;-10.2;8287.9;100.4;1987-1988
L.A. Lakers;.577;.528;167.3;34.1;66.3;51.3;64.9;13.8;8.7;6.7;1.3;77.5;116.0;106.8;9.2;8323.2;101.2;1986-1987
Atlanta;.543;.490;155.7;37.2;67.4;52.4;60.5;13.2;8.8;7.8;1.3;69.2;112.9;105.5;7.4;7991.4;97.2;1986-1987
Boston;.577;.532;169.1;29.1;67.5;50.0;66.2;13.9;6.9;7.4;1.3;74.4;113.8;107.1;6.7;8119.1;98.4;1986-1987
Dallas;.558;.503;163.3;33.8;66.5;50.5;56.1;12.2;8.3;6.0;1.3;71.5;115.2;109.0;6.2;8302.1;100.2;1986-1987
Milwaukee;.539;.487;156.5;31.2;66.1;48.4;59.1;12.9;10.3;6.1;1.2;65.2;109.8;105.9;3.9;8244.3;100.0;1986-1987
Detroit;.544;.492;148.6;34.7;69.9;52.8;57.0;14.3;7.7;6.3;1.3;66.7;109.4;106.0;3.4;8332.2;100.8;1986-1987
Portland;.566;.510;156.8;34.1;66.6;50.7;64.6;15.2;8.9;5.4;1.3;71.3;111.8;108.8;3.0;8650.3;104.8;1986-1987
Houston;.528;.483;149.3;33.5;68.0;51.0;64.3;14.0;8.0;8.0;1.2;66.5;106.9;105.9;1.0;8201.5;99.5;1986-1987
Chicago;.528;.478;151.3;35.0;70.0;52.2;63.5;13.1;8.6;6.6;1.2;65.6;108.9;108.0;0.9;7894.8;95.5;1986-1987
Seattle;.543;.495;157.6;37.6;66.0;51.7;60.8;14.7;8.4;6.2;1.3;67.2;111.1;110.6;0.5;8395.9;101.5;1986-1987
Utah;.516;.472;150.0;31.2;65.2;48.0;64.3;13.9;9.9;9.1;1.2;67.3;104.4;104.0;0.4;8471.7;102.9;1986-1987
Philadelphia;.549;.497;150.3;34.9;65.7;50.6;58.3;15.7;9.6;7.9;1.3;65.0;108.7;108.9;-0.2;8033.3;97.0;1986-1987
