Team;GP;MPG;PPG;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;ORB;DRB;RPG;APG;SPG;BPG;TOV;PF;Season
Chicago;82;48.2;111.2;43.2;95.8;.451;NA;NA;NA;24.9;32.9;.755;NA;NA;NA;25.5;NA;NA;NA;24.0;1971-1972
Houston;82;48.1;109.7;43.8;100.9;.434;NA;NA;NA;22.1;29.6;.748;NA;NA;NA;21.7;NA;NA;NA;24.3;1971-1972
Atlanta;82;48.1;109.5;42.5;92.3;.460;NA;NA;NA;24.6;33.2;.741;NA;NA;NA;23.1;NA;NA;NA;24.0;1971-1972
Seattle;82;48.2;109.2;42.2;90.9;.464;NA;NA;NA;24.8;32.4;.765;NA;NA;NA;24.1;NA;NA;NA;21.2;1971-1972
Detroit;82;48.3;109.1;42.5;93.5;.454;NA;NA;NA;24.2;32.4;.747;NA;NA;NA;20.6;NA;NA;NA;23.8;1971-1972
Golden State;82;48.1;108.2;42.4;96.6;.439;NA;NA;NA;23.4;30.5;.767;NA;NA;NA;22.6;NA;NA;NA;22.4;1971-1972
Cincinnati;82;48.2;107.8;42.0;91.4;.459;NA;NA;NA;23.8;31.4;.756;NA;NA;NA;24.6;NA;NA;NA;25.4;1971-1972
New York;82;48.3;107.1;42.9;93.6;.459;NA;NA;NA;21.3;28.1;.757;NA;NA;NA;24.2;NA;NA;NA;23.2;1971-1972
Washington;82;48.2;107.1;42.6;94.5;.450;NA;NA;NA;22.0;29.0;.759;NA;NA;NA;22.1;NA;NA;NA;22.7;1971-1972
Portland;82;48.3;106.8;42.2;95.6;.442;NA;NA;NA;22.4;30.4;.736;NA;NA;NA;25.5;NA;NA;NA;22.8;1971-1972
Cleveland;82;48.2;105.8;42.2;98.5;.428;NA;NA;NA;21.4;29.1;.736;NA;NA;NA;25.1;NA;NA;NA;23.6;1971-1972
Buffalo;82;48.3;102.0;41.6;92.2;.451;NA;NA;NA;18.9;27.1;.698;NA;NA;NA;21.5;NA;NA;NA;25.7;1971-1972
Milwaukee;82;48.2;118.4;48.4;95.2;.509;NA;NA;NA;21.5;29.0;.742;NA;NA;NA;27.4;NA;NA;NA;22.5;1970-1971
Boston;82;48.2;117.2;46.4;105.1;.442;NA;NA;NA;24.4;32.3;.755;NA;NA;NA;25.0;NA;NA;NA;26.1;1970-1971
Cincinnati;82;48.4;116.0;46.4;102.1;.454;NA;NA;NA;23.2;32.0;.725;NA;NA;NA;24.7;NA;NA;NA;25.9;1970-1971
Portland;82;48.2;115.5;45.4;104.4;.435;NA;NA;NA;24.7;32.6;.758;NA;NA;NA;27.2;NA;NA;NA;24.7;1970-1971
Seattle;82;48.1;115.0;44.7;98.0;.456;NA;NA;NA;25.6;34.0;.753;NA;NA;NA;25.0;NA;NA;NA;23.4;1970-1971
Philadelphia;82;48.2;114.8;44.0;97.9;.450;NA;NA;NA;26.8;36.2;.741;NA;NA;NA;24.1;NA;NA;NA;26.4;1970-1971
L.A. Lakers;82;48.2;114.8;45.6;95.8;.476;NA;NA;NA;23.6;33.1;.711;NA;NA;NA;26.9;NA;NA;NA;20.8;1970-1971
Atlanta;82;48.2;114.0;44.1;94.9;.465;NA;NA;NA;25.9;36.3;.713;NA;NA;NA;23.2;NA;NA;NA;23.9;1970-1971
Phoenix;82;48.2;113.8;42.7;97.8;.437;NA;NA;NA;28.4;37.5;.756;NA;NA;NA;23.5;NA;NA;NA;26.0;1970-1971
San Diego;82;48.1;113.2;43.3;102.8;.421;NA;NA;NA;26.7;35.6;.749;NA;NA;NA;23.4;NA;NA;NA;26.0;1970-1971
Washington;82;48.3;112.9;44.9;101.6;.442;NA;NA;NA;23.0;30.5;.754;NA;NA;NA;21.6;NA;NA;NA;24.0;1970-1971
Chicago;82;48.2;110.6;42.2;93.4;.452;NA;NA;NA;26.2;33.2;.790;NA;NA;NA;26.1;NA;NA;NA;21.9;1970-1971
Detroit;82;48.4;110.1;42.3;94.3;.449;NA;NA;NA;25.5;34.2;.745;NA;NA;NA;20.7;NA;NA;NA;24.0;1970-1971
New York;82;48.2;110.1;44.3;98.5;.450;NA;NA;NA;21.5;29.0;.740;NA;NA;NA;21.7;NA;NA;NA;23.4;1970-1971
Golden State;82;48.1;107.1;42.1;94.0;.448;NA;NA;NA;22.9;30.1;.760;NA;NA;NA;23.1;NA;NA;NA;22.4;1970-1971
Buffalo;82;48.3;105.5;41.8;95.9;.436;NA;NA;NA;22.0;30.5;.721;NA;NA;NA;23.9;NA;NA;NA;27.2;1970-1971
Cleveland;82;48.0;102.1;40.2;94.9;.424;NA;NA;NA;21.6;29.0;.746;NA;NA;NA;25.2;NA;NA;NA;25.8;1970-1971
Philadelphia;82;48.2;121.9;47.7;101.8;.469;NA;NA;NA;26.4;35.2;.752;NA;NA;NA;25.9;NA;NA;NA;26.8;1969-1970
Washington;82;48.5;120.7;47.9;104.5;.458;NA;NA;NA;25.0;32.3;.773;NA;NA;NA;22.9;NA;NA;NA;23.1;1969-1970
Phoenix;82;48.3;119.3;44.8;95.8;.468;NA;NA;NA;29.7;39.9;.744;NA;NA;NA;25.3;NA;NA;NA;26.6;1969-1970
Milwaukee;82;48.2;118.8;47.8;98.1;.488;NA;NA;NA;23.1;31.6;.732;NA;NA;NA;26.4;NA;NA;NA;24.0;1969-1970
San Diego;82;48.2;118.7;47.1;108.1;.436;NA;NA;NA;24.4;33.3;.733;NA;NA;NA;24.8;NA;NA;NA;25.6;1969-1970
Atlanta;82;48.2;117.6;46.5;96.4;.483;NA;NA;NA;24.5;32.5;.754;NA;NA;NA;26.1;NA;NA;NA;24.6;1969-1970
Cincinnati;82;48.5;117.3;45.9;100.9;.455;NA;NA;NA;25.4;34.6;.733;NA;NA;NA;24.3;NA;NA;NA;27.0;1969-1970
Seattle;82;48.2;116.9;45.2;97.9;.462;NA;NA;NA;26.5;34.8;.761;NA;NA;NA;27.0;NA;NA;NA;26.5;1969-1970
New York;82;48.1;115.0;46.4;97.3;.477;NA;NA;NA;22.2;30.3;.733;NA;NA;NA;26.0;NA;NA;NA;24.6;1969-1970
Chicago;82;48.5;114.9;44.0;99.2;.444;NA;NA;NA;26.9;34.9;.772;NA;NA;NA;26.0;NA;NA;NA;22.7;1969-1970
Boston;82;48.2;114.9;44.5;100.4;.443;NA;NA;NA;26.0;33.1;.786;NA;NA;NA;22.9;NA;NA;NA;28.3;1969-1970
L.A. Lakers;82;48.4;113.7;44.7;97.0;.461;NA;NA;NA;24.3;32.2;.754;NA;NA;NA;24.8;NA;NA;NA;23.1;1969-1970
Detroit;82;48.4;112.8;43.5;93.4;.466;NA;NA;NA;25.8;35.1;.734;NA;NA;NA;20.8;NA;NA;NA;23.5;1969-1970
Golden State;82;48.4;111.1;43.4;100.3;.432;NA;NA;NA;24.4;32.3;.757;NA;NA;NA;22.7;NA;NA;NA;25.0;1969-1970
Philadelphia;82;48.3;118.9;45.8;100.9;.454;NA;NA;NA;27.3;37.6;.725;NA;NA;NA;23.3;NA;NA;NA;26.2;1968-1969
Washington;82;48.2;116.4;46.0;104.5;.440;NA;NA;NA;24.4;33.3;.732;NA;NA;NA;20.5;NA;NA;NA;24.9;1968-1969
San Diego;82;48.2;115.3;45.0;105.3;.428;NA;NA;NA;25.3;37.1;.682;NA;NA;NA;23.5;NA;NA;NA;25.7;1968-1969
Cincinnati;82;48.3;114.5;43.5;94.4;.460;NA;NA;NA;27.6;36.7;.751;NA;NA;NA;24.2;NA;NA;NA;24.8;1968-1969
Detroit;82;48.2;114.1;44.0;97.5;.451;NA;NA;NA;26.1;36.9;.708;NA;NA;NA;21.4;NA;NA;NA;25.7;1968-1969
L.A. Lakers;82;48.5;112.2;43.6;92.9;.469;NA;NA;NA;25.1;38.5;.650;NA;NA;NA;25.2;NA;NA;NA;21.6;1968-1969
Seattle;82;48.4;112.1;43.2;99.4;.435;NA;NA;NA;25.7;36.3;.707;NA;NA;NA;23.5;NA;NA;NA;27.8;1968-1969
Phoenix;82;48.3;111.7;43.2;100.5;.430;NA;NA;NA;25.4;36.0;.705;NA;NA;NA;23.4;NA;NA;NA;25.4;1968-1969
Atlanta;82;48.1;111.3;44.0;95.7;.460;NA;NA;NA;23.3;34.0;.687;NA;NA;NA;25.2;NA;NA;NA;25.4;1968-1969
Boston;82;48.4;111.0;43.7;101.4;.431;NA;NA;NA;23.6;32.4;.729;NA;NA;NA;23.8;NA;NA;NA;25.3;1968-1969
New York;82;48.1;110.8;43.8;95.3;.459;NA;NA;NA;23.3;31.7;.736;NA;NA;NA;25.3;NA;NA;NA;26.5;1968-1969
Milwaukee;82;48.0;110.2;43.1;100.7;.428;NA;NA;NA;24.0;32.2;.745;NA;NA;NA;23.0;NA;NA;NA;26.7;1968-1969
Golden State;82;48.5;109.1;41.6;100.2;.415;NA;NA;NA;25.8;36.0;.719;NA;NA;NA;22.2;NA;NA;NA;25.5;1968-1969
Chicago;82;48.2;104.7;40.9;97.8;.418;NA;NA;NA;22.9;31.4;.728;NA;NA;NA;19.5;NA;NA;NA;25.2;1968-1969
Philadelphia;82;48.2;122.6;48.4;102.6;.471;NA;NA;NA;25.9;40.7;.635;NA;NA;NA;26.8;NA;NA;NA;22.6;1967-1968
L.A. Lakers;82;48.4;121.2;46.7;97.9;.477;NA;NA;NA;27.8;38.3;.726;NA;NA;NA;24.2;NA;NA;NA;26.2;1967-1968
Seattle;82;48.2;118.7;46.0;104.8;.439;NA;NA;NA;26.7;37.1;.719;NA;NA;NA;24.4;NA;NA;NA;28.9;1967-1968
Detroit;82;48.2;118.6;45.8;102.3;.448;NA;NA;NA;27.0;38.2;.708;NA;NA;NA;20.7;NA;NA;NA;27.3;1967-1968
Washington;82;48.2;117.4;45.0;102.8;.438;NA;NA;NA;27.4;36.5;.750;NA;NA;NA;18.7;NA;NA;NA;25.9;1967-1968
Golden State;82;48.3;117.0;44.3;104.7;.423;NA;NA;NA;28.5;38.5;.740;NA;NA;NA;23.2;NA;NA;NA;27.6;1967-1968
Cincinnati;82;48.3;116.6;44.9;95.9;.468;NA;NA;NA;26.9;35.3;.762;NA;NA;NA;25.0;NA;NA;NA;24.6;1967-1968
New York;82;48.5;116.1;44.9;98.4;.456;NA;NA;NA;26.3;37.1;.710;NA;NA;NA;24.0;NA;NA;NA;28.8;1967-1968
Boston;82;48.1;116.1;45.0;102.1;.440;NA;NA;NA;26.2;36.4;.721;NA;NA;NA;21.9;NA;NA;NA;26.2;1967-1968
St. Louis;82;48.5;113.0;42.7;94.7;.451;NA;NA;NA;27.5;37.9;.726;NA;NA;NA;24.2;NA;NA;NA;25.0;1967-1968
San Diego;82;48.2;112.4;43.5;104.2;.417;NA;NA;NA;25.4;35.7;.711;NA;NA;NA;22.4;NA;NA;NA;26.7;1967-1968
Chicago;82;48.3;109.5;42.5;99.2;.429;NA;NA;NA;24.5;33.1;.738;NA;NA;NA;18.6;NA;NA;NA;26.0;1967-1968
Philadelphia;81;48.2;125.2;48.3;100.0;.483;NA;NA;NA;28.6;42.1;.680;NA;NA;NA;26.4;NA;NA;NA;23.5;1966-1967
Golden State;81;48.4;122.4;47.1;108.9;.433;NA;NA;NA;28.2;37.3;.756;NA;NA;NA;23.2;NA;NA;NA;26.2;1966-1967
L.A. Lakers;81;48.3;120.5;46.7;104.5;.447;NA;NA;NA;27.1;36.0;.751;NA;NA;NA;23.5;NA;NA;NA;26.8;1966-1967
Boston;81;48.4;119.3;46.0;102.8;.447;NA;NA;NA;27.4;36.6;.748;NA;NA;NA;24.2;NA;NA;NA;26.4;1966-1967
Cincinnati;81;48.2;117.1;45.1;100.5;.449;NA;NA;NA;26.9;34.6;.777;NA;NA;NA;22.9;NA;NA;NA;25.6;1966-1967
New York;81;48.1;116.4;44.9;99.1;.453;NA;NA;NA;26.6;36.8;.722;NA;NA;NA;22.0;NA;NA;NA;26.0;1966-1967
Washington;81;48.2;115.5;45.2;105.9;.427;NA;NA;NA;25.0;34.2;.731;NA;NA;NA;20.4;NA;NA;NA;26.6;1966-1967
St. Louis;81;48.2;113.6;43.8;98.8;.443;NA;NA;NA;26.0;36.8;.708;NA;NA;NA;21.1;NA;NA;NA;26.8;1966-1967
Chicago;81;48.1;113.2;44.0;105.0;.419;NA;NA;NA;25.1;34.4;.732;NA;NA;NA;22.6;NA;NA;NA;27.2;1966-1967
Detroit;81;48.4;111.3;43.5;105.5;.412;NA;NA;NA;24.3;33.6;.723;NA;NA;NA;18.1;NA;NA;NA;27.1;1966-1967
L.A. Lakers;80;48.1;119.5;45.0;101.4;.444;NA;NA;NA;29.5;38.2;.773;NA;NA;NA;24.2;NA;NA;NA;25.4;1965-1966
Washington;80;48.1;118.3;45.0;102.6;.438;NA;NA;NA;28.3;39.8;.712;NA;NA;NA;23.6;NA;NA;NA;27.5;1965-1966
Cincinnati;80;48.2;117.8;45.1;101.5;.444;NA;NA;NA;27.6;36.3;.758;NA;NA;NA;22.7;NA;NA;NA;25.4;1965-1966
Philadelphia;80;48.1;117.3;45.6;102.4;.446;NA;NA;NA;26.1;39.3;.664;NA;NA;NA;23.8;NA;NA;NA;26.2;1965-1966
New York;80;48.2;116.7;44.5;98.9;.450;NA;NA;NA;27.7;38.5;.720;NA;NA;NA;23.7;NA;NA;NA;27.8;1965-1966
Golden State;80;48.1;115.5;44.5;106.4;.418;NA;NA;NA;26.6;36.0;.739;NA;NA;NA;23.4;NA;NA;NA;25.9;1965-1966
Boston;80;48.1;112.7;43.6;104.6;.417;NA;NA;NA;25.5;34.5;.739;NA;NA;NA;22.4;NA;NA;NA;25.2;1965-1966
St. Louis;80;48.0;111.4;42.2;98.0;.431;NA;NA;NA;26.9;35.9;.751;NA;NA;NA;22.3;NA;NA;NA;27.2;1965-1966
Detroit;80;48.0;110.3;43.4;106.3;.409;NA;NA;NA;23.5;34.2;.687;NA;NA;NA;19.6;NA;NA;NA;25.2;1965-1966
Cincinnati;80;48.3;114.2;43.5;97.5;.447;NA;NA;NA;27.1;35.8;.757;NA;NA;NA;23.0;NA;NA;NA;24.9;1964-1965
Washington;80;48.4;113.6;42.8;96.7;.442;NA;NA;NA;28.1;39.3;.714;NA;NA;NA;21.0;NA;NA;NA;26.5;1964-1965
Boston;80;48.2;112.8;44.6;107.6;.414;NA;NA;NA;23.6;32.3;.731;NA;NA;NA;22.2;NA;NA;NA;25.8;1964-1965
Philadelphia;80;48.2;112.5;42.4;100.4;.422;NA;NA;NA;27.8;37.6;.738;NA;NA;NA;21.2;NA;NA;NA;26.2;1964-1965
L.A. Lakers;80;48.4;111.9;41.7;95.4;.437;NA;NA;NA;28.5;37.3;.763;NA;NA;NA;20.0;NA;NA;NA;25.0;1964-1965
St. Louis;80;48.1;108.8;40.9;96.4;.424;NA;NA;NA;27.1;36.8;.736;NA;NA;NA;21.1;NA;NA;NA;25.9;1964-1965
Detroit;80;48.3;108.5;43.3;103.7;.418;NA;NA;NA;21.8;31.7;.689;NA;NA;NA;20.1;NA;NA;NA;25.7;1964-1965
New York;80;48.8;107.4;41.7;97.9;.426;NA;NA;NA;23.9;33.6;.713;NA;NA;NA;19.4;NA;NA;NA;28.5;1964-1965
Golden State;80;48.4;105.8;41.5;103.1;.403;NA;NA;NA;22.7;35.6;.640;NA;NA;NA;20.7;NA;NA;NA;25.0;1964-1965
Cincinnati;80;NA;114.7;44.0;97.0;.453;NA;NA;NA;26.8;35.4;.759;NA;NA;NA;24.0;NA;NA;NA;26.7;1963-1964
Boston;80;NA;113.0;45.2;109.6;.413;NA;NA;NA;22.6;31.1;.725;NA;NA;NA;22.0;NA;NA;NA;26.6;1963-1964
New York;80;NA;112.2;43.9;98.6;.445;NA;NA;NA;24.4;35.7;.684;NA;NA;NA;19.5;NA;NA;NA;27.8;1963-1964
Philadelphia;80;NA;112.2;42.4;101.5;.418;NA;NA;NA;27.3;35.6;.766;NA;NA;NA;20.5;NA;NA;NA;28.1;1963-1964
Washington;80;NA;111.9;43.2;98.3;.440;NA;NA;NA;25.5;37.0;.688;NA;NA;NA;17.8;NA;NA;NA;25.9;1963-1964
St. Louis;80;NA;110.0;41.8;97.2;.430;NA;NA;NA;26.4;34.9;.757;NA;NA;NA;23.8;NA;NA;NA;28.3;1963-1964
L.A. Lakers;80;NA;109.7;40.9;93.0;.440;NA;NA;NA;27.9;36.4;.766;NA;NA;NA;21.0;NA;NA;NA;25.0;1963-1964
Detroit;80;NA;107.8;41.8;99.3;.421;NA;NA;NA;24.1;33.6;.718;NA;NA;NA;20.4;NA;NA;NA;27.9;1963-1964
Golden State;80;NA;107.7;42.6;97.2;.438;NA;NA;NA;22.5;35.3;.638;NA;NA;NA;23.7;NA;NA;NA;24.7;1963-1964
Syracuse;80;NA;121.6;46.1;103.6;.445;NA;NA;NA;29.4;37.6;.782;NA;NA;NA;21.8;NA;NA;NA;28.5;1962-1963
Cincinnati;80;NA;119.1;45.9;100.0;.459;NA;NA;NA;27.3;36.5;.747;NA;NA;NA;24.1;NA;NA;NA;27.5;1962-1963
Boston;80;NA;118.8;46.8;109.7;.427;NA;NA;NA;25.2;34.7;.725;NA;NA;NA;24.5;NA;NA;NA;26.1;1962-1963
Golden State;80;NA;118.5;47.6;105.6;.450;NA;NA;NA;23.4;35.0;.669;NA;NA;NA;23.8;NA;NA;NA;23.5;1962-1963
L.A. Lakers;80;NA;115.5;43.8;99.4;.441;NA;NA;NA;27.9;36.6;.761;NA;NA;NA;21.7;NA;NA;NA;22.2;1962-1963
Detroit;80;NA;113.9;44.2;102.4;.432;NA;NA;NA;25.6;35.7;.717;NA;NA;NA;21.6;NA;NA;NA;27.3;1962-1963
New York;80;NA;110.5;42.9;100.1;.429;NA;NA;NA;24.6;34.7;.710;NA;NA;NA;20.7;NA;NA;NA;26.8;1962-1963
Chicago;80;NA;109.9;42.1;93.1;.453;NA;NA;NA;25.7;36.8;.697;NA;NA;NA;22.2;NA;NA;NA;25.8;1962-1963
St. Louis;80;NA;109.6;41.9;97.3;.431;NA;NA;NA;25.7;35.3;.729;NA;NA;NA;23.8;NA;NA;NA;26.;1962-1963
Philadelphia;80;;125.4;49.0;111.6;.439;NA;NA;NA;27.5;40.1;.686;NA;NA;NA;25.9;NA;NA;NA;25.2;1961-1962
Cincinnati;80;;123.1;47.6;105.2;.452;NA;NA;NA;27.9;37.1;.752;NA;NA;NA;26.9;NA;NA;NA;26.0;1961-1962
Boston;80;;121.1;48.2;113.9;.423;NA;NA;NA;24.7;33.9;.728;NA;NA;NA;25.6;NA;NA;NA;23.9;1961-1962
Syracuse;80;;120.7;46.3;110.9;.418;NA;NA;NA;28.1;36.0;.780;NA;NA;NA;22.4;NA;NA;NA;29.3;1961-1962
St. Louis;80;;118.9;45.5;105.8;.430;NA;NA;NA;27.8;36.7;.757;NA;NA;NA;25.0;NA;NA;NA;27.1;1961-1962
L.A. Lakers;80;;118.5;44.4;103.9;.427;NA;NA;NA;29.7;40.5;.734;NA;NA;NA;23.5;NA;NA;NA;25.7;1961-1962
Detroit;80;;115.4;43.4;104.6;.415;NA;NA;NA;28.6;39.3;.729;NA;NA;NA;21.5;NA;NA;NA;25.5;1961-1962
New York;80;;114.8;45.5;108.7;.418;NA;NA;NA;23.9;33.7;.710;NA;NA;NA;22.1;NA;NA;NA;25.7;1961-1962
Chicago;80;;110.9;43.3;105.1;.412;NA;NA;NA;24.4;36.3;.673;NA;NA;NA;22.5;NA;NA;NA;24.4;1961-1962
Syracuse;79;;121.3;46.3;110.7;.418;NA;NA;NA;28.8;37.3;.773;NA;NA;NA;22.6;NA;NA;NA;28.9;1960-1961
Philadelphia;79;;121.0;47.7;112.4;.424;NA;NA;NA;25.6;39.3;.651;NA;NA;NA;24.8;NA;NA;NA;24.5;1960-1961
Boston;79;;119.7;46.8;117.7;.398;NA;NA;NA;26.1;35.5;.735;NA;NA;NA;23.7;NA;NA;NA;25.7;1960-1961
St. Louis;79;;118.8;45.8;111.3;.411;NA;NA;NA;27.2;37.0;.735;NA;NA;NA;27.0;NA;NA;NA;27.0;1960-1961
Detroit;79;;118.6;44.1;105.8;.417;NA;NA;NA;30.5;41.0;.743;NA;NA;NA;23.6;NA;NA;NA;27.3;1960-1961
Cincinnati;79;;117.9;45.9;104.8;.438;NA;NA;NA;26.1;34.9;.746;NA;NA;NA;26.7;NA;NA;NA;27.3;1960-1961
L.A. Lakers;79;;114.0;43.1;106.7;.403;NA;NA;NA;27.9;38.0;.735;NA;NA;NA;21.9;NA;NA;NA;25.9;1960-1961
New York;79;;113.7;43.3;105.7;.410;NA;NA;NA;27.0;35.9;.752;NA;NA;NA;23.1;NA;NA;NA;28.1;1960-1961
Boston;75;NA;124.5;49.9;119.6;.417;NA;NA;NA;24.7;33.6;.734;NA;NA;NA;24.7;NA;NA;NA;24.7;1959-1960
Syracuse;75;NA;118.9;45.4;109.8;.414;NA;NA;NA;28.1;35.5;.791;NA;NA;NA;22.3;NA;NA;NA;25.9;1959-1960
Philadelphia;75;NA;118.6;47.3;115.7;.409;NA;NA;NA;24.0;35.8;.669;NA;NA;NA;23.9;NA;NA;NA;22.9;1959-1960
New York;75;NA;117.3;45.7;108.7;.421;NA;NA;NA;25.9;33.9;.765;NA;NA;NA;22.2;NA;NA;NA;25.9;1959-1960
St. Louis;75;NA;113.4;42.4;101.1;.419;NA;NA;NA;28.6;38.5;.745;NA;NA;NA;25.1;NA;NA;NA;26.6;1959-1960
Detroit;75;NA;111.6;41.9;105.6;.397;NA;NA;NA;27.7;38.0;.729;NA;NA;NA;19.6;NA;NA;NA;26.4;1959-1960
Cincinnati;75;NA;111.1;42.8;103.8;.412;NA;NA;NA;25.5;35.6;.716;NA;NA;NA;23.3;NA;NA;NA;28.0;1959-1960
Minneapolis;75;NA;107.3;40.5;105.1;.386;NA;NA;NA;26.2;35.9;.730;NA;NA;NA;19.3;NA;NA;NA;24.2;1959-1960
Boston;72;NA;116.4;44.6;112.7;.395;NA;NA;NA;27.3;35.6;.766;NA;NA;NA;21.8;NA;NA;NA;24.6;1958-1959
Syracuse;72;NA;113.1;42.4;104.0;.407;NA;NA;NA;28.4;36.7;.774;NA;NA;NA;18.6;NA;NA;NA;27.2;1958-1959
New York;72;NA;110.3;39.8;99.6;.399;NA;NA;NA;30.8;38.9;.791;NA;NA;NA;19.2;NA;NA;NA;26.4;1958-1959
St. Louis;72;NA;108.8;40.0;97.4;.410;NA;NA;NA;28.8;38.3;.752;NA;NA;NA;21.8;NA;NA;NA;26.9;1958-1959
Minneapolis;72;NA;106.0;38.6;98.4;.392;NA;NA;NA;28.8;37.8;.762;NA;NA;NA;19.1;NA;NA;NA;26.0;1958-1959
Detroit;72;NA;105.1;39.0;101.5;.385;NA;NA;NA;27.0;36.5;.740;NA;NA;NA;18.3;NA;NA;NA;26.1;1958-1959
Philadelphia;72;NA;103.3;39.3;103.1;.381;NA;NA;NA;24.8;33.7;.735;NA;NA;NA;19.1;NA;NA;NA;24.7;1958-1959
Cincinnati;72;NA;103.1;39.6;101.9;.389;NA;NA;NA;23.8;33.0;.721;NA;NA;NA;19.0;NA;NA;NA;25.8;1958-1959
New York;72;NA;112.1;40.1;101.5;.395;NA;NA;NA;31.9;42.4;.753;NA;NA;NA;18.9;NA;NA;NA;25.9;1957-1958
Boston;72;NA;109.9;41.8;107.8;.387;NA;NA;NA;26.4;35.9;.737;NA;NA;NA;20.9;NA;NA;NA;23.9;1957-1958
St. Louis;72;NA;107.5;38.6;99.5;.388;NA;NA;NA;30.3;42.3;.715;NA;NA;NA;21.4;NA;NA;NA;26.0;1957-1958
Syracuse;72;NA;107.2;39.2;101.9;.385;NA;NA;NA;28.8;36.3;.793;NA;NA;NA;18.0;NA;NA;NA;25.3;1957-1958
Detroit;72;NA;105.3;38.1;101.3;.376;NA;NA;NA;29.1;38.5;.755;NA;NA;NA;17.6;NA;NA;NA;25.1;1957-1958
Minneapolis;72;NA;105.1;36.9;99.9;.370;NA;NA;NA;31.2;41.8;.747;NA;NA;NA;18.4;NA;NA;NA;27.5;1957-1958
Philadelphia;72;NA;104.3;38.4;101.1;.380;NA;NA;NA;27.5;36.1;.762;NA;NA;NA;20.0;NA;NA;NA;24.5;1957-1958
Cincinnati;72;NA;101.7;39.1;101.9;.384;NA;NA;NA;23.4;32.9;.712;NA;NA;NA;21.9;NA;NA;NA;25.5;1957-1958
Boston;72;NA;105.5;39.0;101.8;.383;NA;NA;NA;27.5;36.7;.750;NA;NA;NA;20.3;NA;NA;NA;25.7;1956-1957
Minneapolis;72;NA;102.3;35.9;96.7;.371;NA;NA;NA;30.5;40.3;.757;NA;NA;NA;16.6;NA;NA;NA;26.2;1956-1957
New York;72;NA;100.8;35.7;92.3;.387;NA;NA;NA;29.4;39.5;.744;NA;NA;NA;18.2;NA;NA;NA;25.3;1956-1957
Philadelphia;72;NA;100.4;35.9;90.7;.396;NA;NA;NA;28.6;36.9;.776;NA;NA;NA;20.4;NA;NA;NA;24.1;1956-1957
Syracuse;72;NA;99.7;35.4;96.0;.369;NA;NA;NA;28.8;36.3;.794;NA;NA;NA;17.8;NA;NA;NA;25.1;1956-1957
St. Louis;72;NA;98.5;35.5;92.6;.383;NA;NA;NA;27.5;37.6;.730;NA;NA;NA;20.2;NA;NA;NA;25.7;1956-1957
Fort Wayne;72;NA;96.4;35.2;91.8;.383;NA;NA;NA;26.0;34.9;.747;NA;NA;NA;19.4;NA;NA;NA;22.8;1956-1957
Rochester;72;NA;93.4;34.9;94.5;.369;NA;NA;NA;23.6;33.4;.707;NA;NA;NA;18.0;NA;NA;NA;25.9;1956-1957
Boston;72;NA;106.0;38.1;96.0;.397;NA;NA;NA;29.8;38.7;.769;NA;NA;NA;25.5;NA;NA;NA;26.0;1955-1956
Philadelphia;72;NA;103.1;36.7;89.4;.410;NA;NA;NA;29.8;39.3;.757;NA;NA;NA;26.2;NA;NA;NA;26.0;1955-1956
New York;72;NA;100.2;34.8;88.8;.392;NA;NA;NA;30.5;40.5;.754;NA;NA;NA;22.4;NA;NA;NA;26.7;1955-1956
Minneapolis;72;NA;99.3;35.3;90.9;.388;NA;NA;NA;28.7;36.5;.786;NA;NA;NA;23.5;NA;NA;NA;27.5;1955-1956
Syracuse;72;NA;96.9;34.3;92.5;.370;NA;NA;NA;28.4;37.5;.756;NA;NA;NA;23.8;NA;NA;NA;24.8;1955-1956
St. Louis;72;NA;96.6;34.8;92.1;.378;NA;NA;NA;27.0;38.3;.703;NA;NA;NA;24.3;NA;NA;NA;27.4;1955-1956
Rochester;72;NA;95.8;35.4;95.7;.370;NA;NA;NA;25.0;35.7;.700;NA;NA;NA;24.3;NA;NA;NA;27.6;1955-1956
Fort Wayne;72;NA;94.4;33.3;85.8;.388;NA;NA;NA;27.8;37.9;.734;NA;NA;NA;24.3;NA;NA;NA;24.8;1955-1956
Boston;72;NA;101.5;36.2;90.7;.399;NA;NA;NA;29.1;37.6;.776;NA;NA;NA;26.5;NA;NA;NA;25.8;1954-1955
Minneapolis;72;NA;95.6;34.8;89.8;.388;NA;NA;NA;26.0;35.0;.744;NA;NA;NA;20.4;NA;NA;NA;26.9;1954-1955
Philadelphia;72;NA;93.2;33.2;86.6;.384;NA;NA;NA;26.8;36.5;.734;NA;NA;NA;24.2;NA;NA;NA;23.8;1954-1955
New York;72;NA;92.7;33.2;85.4;.389;NA;NA;NA;26.2;36.0;.728;NA;NA;NA;24.2;NA;NA;NA;22.0;1954-1955
Fort Wayne;72;NA;92.4;32.4;83.1;.390;NA;NA;NA;27.6;37.6;.733;NA;NA;NA;24.1;NA;NA;NA;24.3;1954-1955
Syracuse;72;NA;91.1;32.8;88.1;.372;NA;NA;NA;25.5;34.0;.750;NA;NA;NA;24.7;NA;NA;NA;23.0;1954-1955
